Table ID,Types
2-14208614-1,text; real; dense_vector; real; text; text
2-14208850-2,real; real; text; text; text; real
2-14208855-5,real; real; text; text; text; real
2-14208857-12,real; text; text; text; text
2-14208941-2,text; text; text; text; text
2-14208941-4,text; text; text; text; text
2-14209455-5,real; text; dense_vector; text; text
2-1420954-1,text; real; text; text; text
2-14213389-1,text; text; text; text; text; text
2-14227676-2,text; text; text; dense_vector; text
2-1423290-1,text; text; text; text; text
2-1423563-2,text; text; text; text; text; text; text
2-14242137-4,text; text; text; text; text
2-14246854-3,text; text; text; text; text
2-14250040-5,text; text; text; text; text; text
2-14252542-4,real; text; dense_vector; real; text
2-14265951-2,text; text; text; text; text; real; text
2-14269540-7,text; text; text; text; real; text
2-14269743-5,text; text; text; text; text; text
2-14269743-6,text; text; text; text; text
2-14271605-5,text; text; text; text; real; text
2-14271815-8,text; text; text; text; real; text
2-14287417-3,real; text; text; text; text; text; text
2-14288212-2,text; text; text; text; text
2-14289535-3,text; dense_vector; real; real; real; real
2-14291300-3,real; real; text; text; text; real
2-14294324-6,real; real; text; text; text; real
2-14302613-17,real; text; text; dense_vector; text
2-14305653-30,text; dense_vector; text; text; text
2-14305653-42,text; dense_vector; text; text; text
2-14306821-4,real; real; text; text; text; real
2-14311305-10,real; text; text; text; text
2-14318917-5,real; real; text; text; text; real
2-14320222-7,real; real; text; text; text; real
2-14323142-2,real; real; text; text; text; real
2-14335342-6,text; text; text; text; text; real
2-14342210-5,text; real; real; real; real
2-14342367-5,text; real; real; real; real
2-14342480-3,text; text; text; real; real; real; real
2-14342480-4,text; real; real; real; real; real
2-14342480-5,text; text; text; real; real; real; real
2-14342480-7,text; text; text; real; real; real; real
2-14344289-12,text; text; text; dense_vector; text
2-14344289-4,real; real; text; text; text; real
2-14344570-7,real; real; text; text; text; real
2-14345690-11,text; text; text; text; text
2-14347546-6,real; real; text; text; text; real
2-1436397-1,real; text; text; text; real
2-1437635-1,text; text; text; text; text; text; text; text
2-14385107-2,real; real; text; dense_vector; text; real; real
2-14385184-113,dense_vector; text; text; text; text
2-14387459-1,text; text; text; text; text
2-14412861-3,text; text; text; text; text
2-14423756-3,real; dense_vector; real; real; real; real
2-14431362-5,text; text; text; real; text; text; text
2-14431362-6,text; text; text; real; text; text; text
2-144367-5,real; text; text; text; text
2-14473419-3,real; real; text; text; text
2-14476860-2,text; text; real; dense_vector; text; text
2-1448716-1,text; dense_vector; real; real; real; real
2-14490386-1,real; text; text; text; text; text; text; text
2-1451581-5,real; text; text; real; text
2-14519555-8,text; text; dense_vector; text; text
2-14519568-4,real; text; real; text; real
2-14519693-1,text; text; real; text; text
2-14546530-3,text; text; text; text; text; text
2-14546530-5,text; text; text; text; real; text
2-1456056-3,text; real; real; text; dense_vector
2-14577431-2,real; text; text; text; dense_vector
2-1460129-2,real; text; text; text; text
2-14607-5,text; text; text; text; real; text; real; text
2-14611430-1,text; text; dense_vector; text; text; real
2-14611644-3,real; text; dense_vector; real; real; real
2-14620613-1,real; text; text; text; text; text; text
2-14624447-29,text; real; text; text; real; text; text; real
2-14626659-3,real; text; text; text; text
2-1463479-1,text; text; text; text; text; text
2-1463912-2,text; text; text; text; text; text
2-14640069-1,text; text; dense_vector; text; text; real
2-14641138-1,real; real; real; real; real; real
2-14655166-1,real; text; text; text; text
2-14655713-1,real; text; text; text; text
2-14655866-1,real; text; text; text; dense_vector
2-14656139-2,real; text; text; text; text; real
2-14659505-2,dense_vector; text; text; text; text
2-14660820-2,real; dense_vector; real; real; real; real
2-14662246-3,real; dense_vector; text; text; text
2-14670399-1,real; text; text; dense_vector; text; text; text
2-1469686-1,text; text; real; text; text
2-14707564-6,real; dense_vector; text; text; real; real; real
2-14707564-9,real; dense_vector; text; text; text; real
2-14721214-1,text; text; text; text; text
2-14726623-3,dense_vector; real; real; real; real; real
2-1473124-1,real; dense_vector; real; real; real; real
2-14732368-6,real; text; text; text; text; dense_vector
2-1473672-10,text; text; text; dense_vector; text; text
2-14747435-1,text; real; real; real; text
2-14748428-1,text; text; text; text; real
2-14756291-15,text; real; real; real; real; real
2-14779983-1,text; text; text; text; text
2-1478239-7,text; text; text; text; text; text; text
2-14783550-12,real; dense_vector; text; text; text
2-14786308-4,text; text; text; text; text
2-14790824-3,real; text; text; text; text
2-1480455-1,real; text; text; real; real; real; real
2-14824014-3,text; text; text; text; text
2-14825299-1,text; text; text; text; text
2-14828476-4,text; text; dense_vector; text; text
2-14828499-1,real; real; text; dense_vector; text
2-14835245-1,real; text; text; real; text
2-14835821-3,dense_vector; text; text; text; text
2-14836182-1,real; text; dense_vector; text; real; text; real
2-14871601-2,real; dense_vector; real; real; real; real; real; real; real
2-14872863-2,text; text; text; text; real
2-14877877-2,real; text; text; text; text; real
2-14878026-2,real; text; text; text; text; real
2-14881229-4,real; text; dense_vector; real; real
2-14882589-1,real; text; text; text; text; text; text; text
2-14886978-1,real; real; text; text; dense_vector
2-14887186-2,real; text; text; text; text; text
2-14887355-2,text; text; text; text; real
2-14889951-2,real; text; dense_vector; real; text; real
2-14895591-2,text; text; text; text; text
2-14895621-1,text; text; text; text; text
2-14902507-2,text; text; text; text; text; text; text
2-14909875-13,text; text; text; text; text; text; text; text
2-14913233-11,text; text; text; text; text; text
2-14926150-6,text; text; text; text; text; text
2-14926835-1,real; text; text; text; real
2-1492872-2,text; text; text; text; text
2-1493427-1,text; text; text; text; text
2-14962245-2,text; text; text; text; real
2-1496412-5,text; text; text; text; text; text; text
2-1497260-2,text; text; dense_vector; text; text; text; text; text
2-14993406-1,text; real; dense_vector; real; text; text
2-15019756-1,text; text; text; text; text
2-15027876-1,text; text; text; text; text
2-15054180-5,text; text; text; text; text; real; dense_vector; text
2-15054180-6,real; dense_vector; real; real; real; real; real; real; real; real; real; real; real; real; real; real
2-15059224-2,real; real; real; real; real; real; text
2-15061083-1,text; text; text; text; text; text
2-15061543-2,text; text; text; text; text; dense_vector
2-15062102-1,real; real; real; real; real; real; real; real
2-15062421-1,real; text; dense_vector; text; text
2-150728-3,text; text; text; real; real
2-15075508-54,dense_vector; text; text; text; text
2-1507712-1,text; text; text; text; text; text; text
2-15085862-1,real; real; text; text; dense_vector
2-15092877-2,real; text; text; text; real
2-15094460-3,real; text; dense_vector; real; real
2-15096976-6,text; text; text; text; text
2-15097334-5,text; text; text; text; text; text; text
2-15100199-3,text; text; text; text; text; text
2-15100419-6,real; real; real; text; text; text
2-1511373-1,text; text; text; text; real; real
2-15122916-1,real; text; text; text; text
2-15124966-1,real; text; text; text; real
2-15125204-1,text; text; text; text; text; text; text
2-15127554-3,text; text; text; text; text
2-15129117-1,text; text; text; text; text
2-15129536-3,real; text; dense_vector; real; real
2-15135730-2,text; text; text; text; text
2-15143232-3,real; text; text; real; real
2-15143976-2,text; text; text; text; text
2-15145581-1,text; text; real; text; text; text
2-1514634-7,text; real; real; real; real; real; real
2-15147453-5,text; text; text; text; text
2-15149189-3,text; text; text; real; text
2-151575-1,text; text; text; text; text
2-15160494-1,text; text; text; text; dense_vector
2-15162596-2,text; text; text; text; text
2-15168551-2,real; real; text; text; text
2-1518351-1,text; text; text; text; text; text; text
2-15187735-1,text; real; text; text; text; text; text
2-15189770-2,text; text; text; real; real
2-1519060-2,text; real; real; real; real; real
2-15194788-1,text; text; text; text; text
2-15198842-23,real; real; real; text; text; text
2-15198842-46,real; real; real; text; text; text
2-15198842-6,real; real; real; text; text; text
2-15198842-9,real; real; real; text; text; text
2-15204848-3,text; text; dense_vector; text; real
2-15211906-2,text; text; text; text; text
2-15212127-2,text; text; text; text; text; text
2-15220905-5,text; text; text; text; text
2-15229416-3,text; text; real; text; real; text
2-1525-1,text; text; text; text; text
2-1525677-2,real; text; text; text; text
2-15267650-1,dense_vector; real; real; real; real
2-15267650-2,real; text; text; real; text; text; text; text
2-152680-3,text; text; text; text; text
2-1527262-1,text; text; text; text; text
2-15278607-2,text; text; text; text; text; real; text; dense_vector
2-15284070-1,real; dense_vector; real; real; real; real; real; text
2-15290638-1,real; text; text; text; text; text; text
2-15293399-2,text; text; text; text; text; dense_vector; text
2-15295737-1,dense_vector; text; text; text; text
2-1530019-1,text; text; text; text; real; real
2-15302438-2,text; text; text; text; text
2-1530291-1,dense_vector; real; real; text; real; real; text; real; real; text; real; real; text
2-1530891-1,dense_vector; text; text; real; real; real
2-15309915-11,dense_vector; text; real; text; real; real; real; real
2-15317277-1,real; dense_vector; real; real; real; real; real; text
2-15323340-2,text; dense_vector; real; text; real; real
2-15344743-1,text; text; text; text; real
2-15345341-2,real; text; text; text; text
2-15348345-1,text; real; real; real; real; real; real; real; real; real; real; real
2-15353328-1,real; real; text; text; text
2-15368442-1,real; dense_vector; real; real; real; real; real; text
2-15380820-1,text; real; real; real; real; real
2-15386171-2,real; text; text; text; real
2-15389236-2,text; text; text; text; text
2-1539789-1,real; text; text; text; text; text
2-15399928-4,real; text; text; text; text; text; text
2-15400315-1,text; dense_vector; real; real; real; real
2-15405394-2,real; text; real; real; real; real; real; text
2-15416002-1,text; real; text; text; real; real; real
2-15419712-1,real; dense_vector; real; real; real; real; real; text
2-15422496-1,text; text; text; text; text
2-15423698-2,real; dense_vector; real; real; real; real; real; text
2-15425794-2,text; dense_vector; text; real; text
2-15428560-1,text; real; text; text; text
2-15428689-2,text; real; real; real; real
2-1543742-2,text; real; real; real; real; real; real
2-15438337-1,text; dense_vector; text; text; text; text
2-15442855-1,text; real; text; text; text
2-1544337-5,text; real; real; real; real; real; real
2-15444757-2,text; dense_vector; real; text; real; real
2-15460519-4,text; text; text; text; text
2-15463188-12,text; text; real; dense_vector; text; text
2-15467476-4,text; text; text; text; text; text; text; text; text
2-15468818-2,text; text; dense_vector; text; text
2-15472215-1,text; text; dense_vector; real; text
2-15472662-3,real; text; text; real; real; real; real; text
2-15472798-1,real; dense_vector; real; real; real; text; text; text
2-1547951-3,text; real; text; text; text; text; text
2-15481353-1,text; dense_vector; real; real; real; real
2-15488604-1,text; text; real; text; text
2-15494883-20,real; dense_vector; real; text; text
2-15494883-4,real; dense_vector; real; text; real; text
2-1552405-6,real; text; text; text; text
2-15524351-1,text; text; dense_vector; text; real
2-15524351-13,text; text; dense_vector; text; real
2-1552908-21,text; real; real; real; real; real
2-1552908-25,real; real; real; real; real
2-15540335-1,real; real; text; dense_vector; text
2-15550233-3,real; text; text; dense_vector; real
2-15553293-2,real; dense_vector; real; real; real; real
2-15555101-1,real; text; text; text; text
2-1557752-1,text; text; text; text; text
2-15581223-8,text; real; real; real; real; real; real; real; real; real
2-15584441-1,real; real; text; text; text
2-1558607-4,text; text; text; text; text
2-15608800-3,text; text; text; real; real
2-15621965-10,text; dense_vector; text; text; text
2-15621965-18,text; dense_vector; text; text; text
2-15621965-20,text; dense_vector; text; text; text
2-15621965-9,text; dense_vector; text; text; text
2-15625088-4,text; dense_vector; text; text; text
2-15625088-7,text; dense_vector; text; text; text
2-15638491-2,text; text; text; text; text; text; text; text; text
2-1564436-2,text; text; text; text; text
2-1566040-4,text; text; text; text; text; text
2-15678217-4,text; text; text; text; dense_vector; text
2-1568241-5,text; text; text; text; text
2-15689942-1,real; text; text; real; text
2-15695610-1,real; text; text; real; text
2-15696579-1,text; text; text; text; text; text; text
2-156979-1,text; text; real; real; real
2-1570167-8,text; dense_vector; real; real; real; real
2-15715109-35,text; real; text; real; text; text; text; dense_vector
2-15715109-52,text; real; text; real; real; text; text; dense_vector; text
2-15717469-1,text; text; text; text; text
2-15733048-1,text; text; text; text; text; text; text
2-1573615-3,text; text; text; text; text; text; text
2-15739323-14,text; text; text; text; real
2-15746812-4,text; real; real; real; real; real; real; real; real; real
2-15759302-1,text; text; dense_vector; text; text
2-1576352-12,text; text; text; text; text
2-15764352-10,text; text; text; text; text; text
2-15764352-2,text; text; text; text; text; text
2-15764352-6,text; text; text; text; text; text
2-15764352-7,text; text; text; text; text; text
2-15765440-1,real; text; text; text; real
2-1577603-1,real; text; real; real; real; real
2-1577801-7,text; text; text; text; text
2-15780049-7,real; text; dense_vector; text; text; text; text; text; text
2-15796057-1,text; text; text; text; text
2-15798619-2,text; text; text; text; text
2-15814170-1,text; text; text; text; text; text
2-15817998-5,real; dense_vector; text; text; text
2-15826239-2,real; dense_vector; real; real; real; real
2-15852178-3,text; text; text; text; text
2-15859432-4,text; text; real; real; real; real
2-1586084-3,real; text; text; text; text
2-15866312-6,text; text; text; text; text
2-15869204-6,real; text; dense_vector; text; text; text; text; text; text
2-15884090-2,text; text; text; text; text; text; text
2-15887683-13,text; dense_vector; text; text; text; text
2-15887683-3,text; dense_vector; text; text; text; text
2-15887683-9,text; dense_vector; text; text; text; text
2-15893020-4,text; real; real; real; real; real; text; real; text
2-1590321-30,real; text; text; real; real; real
2-1590321-38,real; text; text; real; real
2-15909409-2,dense_vector; real; real; text; text; text
2-1592019-1,text; text; text; text; text; text
2-15924759-7,real; text; text; text; text; text; text; text; text
2-15924881-2,text; text; real; real; real
2-15925327-3,text; text; dense_vector; text; text; text
2-15932367-11,text; text; text; text; text; text
2-15932367-8,text; text; text; text; text; text
2-15939524-3,text; text; real; text; real
2-15942076-1,text; text; text; text; text
2-15947425-1,real; text; real; text; real
2-15951109-5,text; text; text; text; dense_vector
2-15977768-1,text; text; text; text; text; text
2-1598533-8,text; real; text; text; real; real; text; real; real
2-1598635-1,text; text; text; text; text
2-15988551-1,text; dense_vector; real; real; real; real
2-15994215-4,real; dense_vector; text; text; real
2-16004214-1,dense_vector; text; text; text; text
2-16013858-3,text; text; text; text; text; text; text; text
2-1601889-2,text; dense_vector; text; text; text; real; text
2-16023745-2,real; text; text; text; real
2-16023753-1,real; dense_vector; text; text; text
2-16025124-3,real; text; text; text; text
2-160338-1,text; text; text; text; text
2-1603424-3,text; dense_vector; real; real; real; real
2-1604132-1,text; text; text; text; text
2-16041438-1,real; text; text; text; text; text
2-1604842-1,real; text; text; real; dense_vector
2-1604940-12,text; text; text; text; text; text; text; text
2-16050349-10,real; text; dense_vector; real; real
2-16050349-14,real; text; dense_vector; real; real
2-16050349-6,real; text; dense_vector; real; real
2-160510-5,text; text; text; text; text; text; text; dense_vector
2-16056990-12,dense_vector; text; text; text; text
2-16066729-1,text; text; text; text; text
2-16067721-1,text; text; text; text; text
2-16070554-1,real; real; real; real; real; real; real; real
2-16078390-1,text; dense_vector; real; text; real; text; text
2-1608306-4,text; real; real; real; real
2-16090138-1,text; text; text; text; text; text
2-160994-2,dense_vector; real; real; real; text
2-16100029-2,text; text; text; text; text; text; text; text; text; text; text
2-16100029-3,text; real; text; text; text; text
2-1615758-2,real; dense_vector; text; text; text; real
2-16181680-3,real; real; text; dense_vector; text; real
2-16183862-1,text; real; real; real; real
2-16185580-1,real; text; real; real; real; real
2-1618638-2,real; real; real; real; real
2-16194551-5,text; dense_vector; text; text; text
2-161972-2,text; real; text; text; text; text
2-161972-6,text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text
2-16215078-1,real; text; text; text; text
2-162342-2,text; text; text; text; text
2-16234974-1,real; text; text; text; dense_vector
2-16236714-2,dense_vector; real; text; text; text
2-1625631-1,text; text; text; text; text
2-1625862-8,text; text; text; text; text
2-16270492-2,text; text; real; text; real
2-16275569-1,text; text; text; text; text
2-16279834-3,real; dense_vector; real; real; real; real
2-16285899-1,text; dense_vector; real; real; real
2-16292316-4,text; text; dense_vector; real; text
2-16293403-29,real; text; text; text; text; text
2-16295105-1,text; text; real; text; real
2-16296982-1,dense_vector; text; text; text; text; text
2-16299161-2,text; text; text; text; text; text; text
2-16299790-3,text; dense_vector; text; real; real
2-16301437-1,text; text; dense_vector; text; text; text; text
2-16311967-3,text; text; text; text; text; dense_vector
2-16316920-1,text; text; text; text; text; text; text; text
2-1631887-4,text; real; text; real; text
2-16340209-1,text; dense_vector; real; real; real; real
2-163464-3,text; dense_vector; real; real; text; text; text
2-1635723-1,text; text; text; text; dense_vector; real; real
2-16366700-1,text; text; real; real; real
2-1636806-2,dense_vector; text; text; text; real
2-1637041-2,real; real; real; real; real; real; text; text
2-16380510-1,text; text; text; text; text; text
2-16388316-1,dense_vector; text; text; text; text; real; text; text; text
2-16388478-4,dense_vector; text; text; text; text; real; text
2-1639306-2,real; text; text; text; text
2-1639306-3,real; text; text; text; text
2-16395908-3,text; text; text; text; text
2-16400024-5,text; text; text; text; text; text; text
2-16403980-2,real; text; dense_vector; text; text
2-16404058-1,text; text; text; text; text; text; text
2-16404968-31,text; real; real; real; real
2-16405998-1,text; dense_vector; text; text; text
2-16406423-2,real; text; text; text; real
2-16406736-1,text; dense_vector; real; text; real; text
2-1641457-2,text; dense_vector; text; real; real
2-16435448-4,text; text; text; text; text; text
2-16435990-19,text; real; real; real; real
2-16449896-1,text; text; text; text; text
2-16454477-12,text; text; text; text; real; text; text; real
2-16457250-2,text; dense_vector; text; real; text; text
2-16457250-7,text; text; dense_vector; text; text; real
2-16457934-5,real; text; real; real; real; real; real; real; real; real; real; real; real; real
2-1646586-3,text; real; real; real; real; real; real
2-1646960-3,text; text; text; text; text
2-16471432-4,real; real; text; text; text
2-16472331-7,real; text; text; dense_vector; text
2-16494005-1,text; real; real; real; real
2-16494599-2,text; dense_vector; text; text; text
2-16507549-1,text; text; text; text; text
2-16514575-5,text; text; dense_vector; text; text
2-16514575-7,text; text; dense_vector; text; text; real
2-16518708-16,text; text; text; text; text
2-16518708-4,text; text; text; text; text
2-16549823-7,text; dense_vector; text; text; text
2-16561399-2,real; text; real; real; real
2-16566850-11,real; text; real; real; real; real
2-16575609-4,real; dense_vector; text; text; text
2-1658421-3,real; text; text; text; text
2-1658720-2,text; text; text; text; text
2-16593943-13,text; text; text; text; text; text; text
2-16603208-1,text; text; text; text; text
2-16605179-2,real; text; real; text; text
2-16610571-1,text; text; text; text; text
2-166170-5,text; text; text; text; text; text
2-16618361-3,text; text; text; text; real
2-16623550-1,real; text; real; text; text; text; dense_vector
2-16623894-6,text; text; text; text; text
2-1662630-5,text; real; real; real; real; real; real
2-16636833-1,text; dense_vector; text; text; text
2-16637278-1,text; text; text; text; text
2-16640814-6,real; dense_vector; real; real; real; real
2-16642318-1,real; text; text; text; text
2-16642773-2,real; text; text; text; real
2-16646567-1,text; text; real; real; real
2-16649537-6,text; text; text; text; text; real; text
2-16649605-5,text; text; text; text; text; real; text
2-16649811-5,text; text; text; text; text; real
2-16653153-11,text; dense_vector; text; text; text; real; text; text
2-16653153-15,text; dense_vector; text; text; text; text; text
2-16653153-33,text; dense_vector; text; text; text; real; text; text
2-16658270-1,real; text; text; text; text; text
2-16660939-1,real; text; text; text; real
2-1666604-1,text; text; text; text; text
2-16668557-1,text; real; real; text; text; text
2-16670746-2,real; text; text; text; text; text; dense_vector
2-16677990-2,real; text; text; text; real
2-16678103-2,real; text; text; text; text
2-16678191-2,real; text; text; text; real
2-16678530-2,real; text; text; text; real
2-167051-1,text; real; text; text; text
2-16707879-10,real; dense_vector; text; text; text
2-16710910-2,real; text; text; text; real
2-16710944-2,real; text; text; text; real
2-16710987-1,real; dense_vector; text; text; text
2-16712547-1,real; real; text; text; text
2-1671401-3,real; real; real; real; real; real; real; real; text; text; dense_vector
2-16729076-1,real; text; text; text; text; text; real
2-16729457-18,real; text; text; real; real
2-1673723-10,real; text; text; text; text; text
2-16741821-9,text; text; text; text; text; text; text; text
2-16746295-4,real; text; text; real; text; text; text
2-1676073-12,text; text; text; text; text; text; text; text
2-16764708-1,real; text; text; text; text; text
2-16764781-3,real; text; text; text; text; real; text
2-16765033-2,real; text; text; text; text; text
2-16768514-21,text; real; real; real; real
2-1677211-1,text; text; dense_vector; text; text
2-16772687-12,text; dense_vector; text; text; text; text
2-16772687-18,text; dense_vector; text; text; text; text
2-16772687-19,text; dense_vector; real; text; text; text
2-16772687-5,text; dense_vector; real; text; text; text
2-16773359-1,real; dense_vector; real; real; real; real; real; real
2-16776312-6,real; text; text; real; real; real
2-16778576-2,real; text; text; text; text; text; real
2-16783007-1,real; real; text; text; text
2-16785053-2,text; real; real; text; real
2-16785055-1,text; real; real; text; real; real
2-16791908-1,text; text; text; text; text
2-16792415-2,text; dense_vector; real; text; real
2-16795570-1,text; text; text; text; text
2-16799784-8,text; text; text; real; real
2-1682026-5,real; text; text; text; real; real; real; real
2-16823523-11,text; text; text; text; real
2-16825334-1,real; text; text; real; text; text; text; text
2-16827273-1,text; text; dense_vector; text; text; text; text; text; text; text
2-16831299-2,real; text; dense_vector; real; real
2-16832887-1,dense_vector; text; text; text; text
2-16845107-1,real; text; text; text; text
2-16845634-1,text; text; text; text; text; text
2-16846-6,real; dense_vector; real; real; real
2-16850008-1,text; text; text; text; text; text
2-16850796-1,text; text; text; text; text; text
2-16864441-1,text; dense_vector; real; real; real; real
2-16882018-1,real; real; text; text; text
2-16882190-2,text; text; text; text; text; text; text; text; text
2-16885554-4,text; text; text; text; text
2-16894271-5,text; text; text; text; text; text; text; text; text; text; text; text
2-16899-3,text; text; text; real; real; real; real
2-16899309-5,real; text; text; text; text; text; text
2-16912096-4,real; text; text; text; text; text; text; text
2-16912145-1,text; text; dense_vector; real; real; real; real; real; text; text
2-16920816-1,text; text; text; text; text; text; text; text
2-16927321-6,text; dense_vector; text; text; text
2-16931017-2,text; text; text; real; real
2-16933845-1,text; real; dense_vector; real; text; text
2-16946097-4,text; text; text; text; text
2-16946425-1,real; real; text; text; dense_vector
2-16948973-2,text; text; text; text; text; text
2-16950053-1,text; text; text; text; real
2-169741-3,text; real; text; text; text; text
2-16977283-2,dense_vector; text; text; text; text; text; text
2-16981801-2,text; real; text; text; text; text; text; text
2-16981858-6,text; text; real; text; real
2-16982965-2,real; text; text; text; real
2-16982973-1,real; text; text; text; text
2-16993379-1,real; text; real; real; text; real; text
2-17004028-3,text; text; real; text; real
2-17004128-3,text; dense_vector; text; text; text
2-17008475-1,real; text; text; text; text
2-17029703-3,text; dense_vector; real; real; real; real
2-17032393-2,text; dense_vector; real; real; real; real
2-170325-2,real; text; text; text; text; text
2-17034845-3,text; text; real; text; real
2-17035268-2,real; dense_vector; real; real; real; real
2-17035864-1,text; text; real; text; real
2-17038035-2,text; text; real; text; real
2-17040191-8,real; text; text; text; dense_vector; real; text; real
2-17042893-14,real; text; text; dense_vector; text
2-17054550-2,text; dense_vector; text; text; text
2-17056450-5,text; real; real; real; real
2-17058287-1,dense_vector; real; text; text; text
2-17058843-1,dense_vector; real; text; text; text
2-17064229-1,real; real; text; text; dense_vector; text
2-17064796-4,real; text; dense_vector; text; text; text
2-17064796-5,real; text; dense_vector; text; text; text
2-17064840-4,text; text; text; text; text
2-17064870-8,real; text; dense_vector; text; text; text
2-17065454-3,text; text; dense_vector; text; text; real; text
2-17069469-2,text; text; text; text; text
2-17080868-5,real; text; dense_vector; text; text; text; text; text; text
2-17090201-1,real; text; text; real; text
2-17093305-1,real; text; text; dense_vector; text
2-17093372-4,text; text; text; text; text
2-17093870-5,text; text; text; text; text
2-17100961-17,real; real; real; text; text; text
2-17100961-24,real; real; real; text; text; text
2-17100961-26,real; real; real; text; text; text
2-17100961-31,real; real; real; text; text; text
2-17100961-36,real; real; real; text; text; text
2-17100961-41,real; real; real; text; text; text
2-17100961-48,real; real; real; text; text; text
2-17100961-53,real; real; real; text; text; text
2-17100961-56,real; real; real; text; text; text
2-17100961-58,real; real; real; text; text; text
2-17100961-60,real; real; real; text; text; text
2-17100961-76,real; real; real; text; text; text
2-17101496-4,text; text; dense_vector; text; text
2-171019-1,real; text; text; text; text
2-17102115-3,text; text; dense_vector; text; text
2-17103645-12,real; text; text; text; text; text; text; dense_vector; text
2-17104677-8,real; text; text; text; text; text; text; dense_vector; text
2-17104991-4,text; text; text; text; text
2-1711074-2,text; text; text; text; text
2-17115722-6,text; text; text; text; real; text
2-17116064-4,text; text; text; text; text
2-17118657-7,real; text; text; text; text; text; text; dense_vector; text
2-171200-2,text; text; text; text; text; text
2-17120059-4,text; text; dense_vector; text; text
2-17120964-10,text; text; text; text; text; text; text
2-17121661-6,text; text; text; text; text; text
2-17121669-6,text; text; text; text; text
2-171222-2,text; text; real; real; text
2-171229-2,text; text; real; real; text
2-171236-2,text; text; real; real; text
2-1712496-1,text; text; text; text; text; text
2-17128242-6,text; text; dense_vector; text; text
2-17129364-2,real; text; text; text; real
2-171354-2,text; text; real; real; text
2-171361-1,text; text; real; real; text
2-171368-2,text; real; real; real; real
2-17139590-1,real; text; text; text; text
2-17139989-1,text; text; text; text; text
2-17161431-5,text; real; real; real; real
2-17162166-2,text; dense_vector; text; real; text; text
2-17162179-1,text; dense_vector; text; real; text; text
2-17162228-5,text; text; dense_vector; text; text
2-17162255-3,text; dense_vector; text; real; real
2-17162255-5,text; text; dense_vector; text; real
2-17167467-3,text; text; text; text; real
2-171680-1,real; text; text; text; text
2-17169170-4,real; text; text; text; text
2-171692-1,real; text; text; text; text
2-1717109-5,text; text; text; text; text; text; text; text; text; text; text
2-17175240-1,text; text; text; text; text; text
2-17185248-1,text; text; text; text; text; text; text; text
2-17190012-5,real; text; dense_vector; text; text; text; text; text; text
2-17190012-8,real; text; dense_vector; text; text; text; text; text; text
2-17190456-3,text; text; text; text; real; text; real
2-1720632-2,text; real; real; real; text
2-17210476-5,text; text; real; real; real; text; real
2-17214300-1,text; text; text; text; text
2-17214919-2,text; text; text; text; text; real
2-1721801-3,real; text; text; text; text
2-17223835-2,text; text; text; text; text; text
2-17226349-1,real; text; text; dense_vector; text; real
2-17231125-1,text; dense_vector; text; real; text; text
2-17231211-4,text; text; dense_vector; real; text
2-17231232-4,text; text; dense_vector; real; text
2-17231232-6,text; text; dense_vector; text; text
2-17231246-2,text; dense_vector; text; real; text; text
2-17231267-1,text; dense_vector; text; real; real; text
2-17231351-3,text; text; dense_vector; real; text
2-17231351-6,text; text; dense_vector; text; text; real
2-1723516-10,text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text
2-1723582-6,text; text; text; text; text
2-1723582-8,text; text; text; text; text; text; text; text; text; text; text
2-17239112-7,text; text; text; text; real; text; real
2-17239180-1,text; text; real; text; text; text; text
2-17244483-1,text; text; text; dense_vector; text; text; text; text; text
2-17245444-4,text; text; dense_vector; text; text
2-17245527-6,text; text; dense_vector; text; real; real
2-17248696-5,text; text; text; text; text; text
2-17262467-2,text; real; text; text; text; text; text
2-17264629-1,text; text; text; real; text
2-17269395-6,text; text; text; text; real
2-17271235-3,real; text; text; text; text; text; text; text; real; real
2-17273336-12,real; text; dense_vector; real; real
2-17275-1,dense_vector; text; text; text; text
2-17277086-1,text; dense_vector; text; real; real; text
2-17277086-3,text; text; dense_vector; real; text
2-17277086-5,text; text; dense_vector; text; text
2-17277136-1,text; dense_vector; text; real; text; text
2-17277219-4,text; text; dense_vector; real; text
2-17277237-1,text; dense_vector; text; real; real; text
2-17277237-3,text; text; dense_vector; text; real; real
2-1727920-1,text; real; text; text; text; text
2-17282079-3,text; dense_vector; text; text; text
2-17285433-3,real; text; dense_vector; text; text; text; text
2-17286713-2,text; text; text; text; text; real; text; dense_vector
2-17287870-1,text; text; text; dense_vector; text
2-17288845-6,real; text; dense_vector; text; text; text; text; text; text
2-17288861-6,real; text; dense_vector; text; text; text; text; text; text
2-17288869-5,real; text; dense_vector; text; text; text; text; text; text
2-17290150-7,text; text; dense_vector; text; real; text
2-17290169-4,text; text; dense_vector; text; text; real
2-17290216-1,text; text; dense_vector; text; real; real
2-17290223-1,text; text; dense_vector; text; text; real
2-17292579-3,real; text; text; text; real; real; text; text
2-17299309-2,real; real; real; real; real
2-17299309-4,real; text; text; text; text; text
2-1730771-1,text; text; text; text; text
2-1730774-6,text; text; text; text; text
2-173082-3,real; text; text; text; text
2-17308321-1,text; text; text; text; text
2-17309500-1,text; real; real; real; real; real; real
2-17310913-4,real; real; text; text; text
