Table ID,Headers
2-1530891-1,Team; City; Arena; Founded; First AF2 season; Final AF2 season
2-15309915-11,Team; Stadium; Capacity; Turf; Total; Games; Average; % of Capacity
2-15317277-1,Position; Team; Points; Played; Drawn; Lost; Against; Difference
2-15323340-2,Driver; Team; Laps; Time/Retired; Grid; Points
2-15344743-1,Name; Builder; Laid down; Launched; Completed
2-15345341-2,Week; Date; Opponent; Result; Attendance
2-15348345-1,Capital/Region; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007
2-15353328-1,Round; Pick; Player; Position; College
2-15368442-1,Position; Team; Points; Played; Drawn; Lost; Against; Difference
2-15380820-1,County; Population (2011); Population (2006); Change (%); Area (km²); Population density
2-15386171-2,Week; Date; Opponent; Result; Attendance
2-15389236-2,Region; Date; Label; Format; Catalog
2-1539789-1,Goal; Date; Venue; Score; Result; Competition
2-15399928-4,Week; Date; Opponent; Result; Game site; Record; Attendance
2-15400315-1,Rank; Nation; Gold; Silver; Bronze; Total
2-15405394-2,Position; Team; Points; Played; Drawn; Lost; Against; Difference
2-15416002-1,Name; Year; Landfall; NHC Advisory Number; V(mph); R(miles); Saffir-Simpson Category
2-15419712-1,Position; Team; Points; Played; Drawn; Lost; Against; Difference
2-15422496-1,Date; Tournament; Winning score; Margin of victory; Runner(s)-up
2-15423698-2,Position; Team; Points; Played; Drawn; Lost; Against; Difference
2-15425794-2,Publication; Country; Accolade; Year; Rank
2-15428560-1,Outcome; Date; Championship; Opponent in the final; Score in the final
2-15428689-2,Rank; Gold; Silver; Bronze; Total
2-1543742-2,Tournament; Wins; Top-5; Top-10; Top-25; Events; Cuts made
2-15438337-1,Name; Country; Date(s); Loss; Institution; Market activity
2-15442855-1,Region; Date; Label; Format; Catalog
2-1544337-5,Tournament; Wins; Top-5; Top-10; Top-25; Events; Cuts made
2-15444757-2,Driver; Team; Laps; Time/Retired; Grid; Points
2-15460519-4,Region; Date; Label; Format; Catalog
2-15463188-12,Name; Position; Number; School/Club Team; Season; Acquisition via
2-15467476-4,Club; Played; Drawn; Lost; Points for; Points against; Points difference; Tries For; Tries Against
2-15468818-2,Round; Date; Home team; Score; Away team
2-15472215-1,Date; Name; Nationality; Tonnage (GRT); Fate
2-15472662-3,Episode #; Title; Air Date; Rating; Share; 18–49; Viewers; Rank
2-15472798-1,Pos.; Team; Wins; Ties; Losses; Goals; Diff.; Points
2-1547951-3,Outcome; Year; Championship; Surface; Partner; Opponents; Score
2-15481353-1,Rank; Nation; Gold; Silver; Bronze; Total
2-15488604-1,Round; Main date; Number of fixtures; Clubs; New entries this round
2-15494883-20,Rank; Location; Total Passengers; Annual change; Capacity in use
2-15494883-4,Rank; Location; Total Passengers; Annual change; Capacity; Capacity in use
2-1552405-6,Year; Championship; Winning score; Margin; Runner(s)-up
2-15524351-1,Date; Opponent; Location; Result; Attendance
2-15524351-13,Date; Opponent; Location; Result; Attendance
2-1552908-21,Ballarat FL; Wins; Byes; Losses; Draws; Against
2-1552908-25,Wins; Byes; Losses; Draws; Against
2-15540335-1,Round; Pick; Player; Nationality; School/Club Team
2-15550233-3,Rank; Group; Athlete; Nationality; Result
2-15553293-2,Rank; Nation; Gold; Silver; Bronze; Total
2-15555101-1,Round #; Pick #; Player; Position; College
2-1557752-1,Condition; Prothrombin time; Partial thromboplastin time; Bleeding time; Platelet count
2-15581223-8,Player; Tackles; Solo; Assts; Sacks; Int yards; Int avg.; Int TD; Fum. rec; Fum. rec TD
2-15584441-1,Season; Episodes; Season Premiere; Season Finale; DVD Release Date
2-1558607-4,Date; Tournament; Winning score; Margin of victory; Runner(s)-up
2-15608800-3,Class; Wheel Arrangement; Railway; Number at Doncaster; Number at Lincoln
2-15621965-10,Player; Nationality; Position; Years in Orlando; School/Club Team
2-15621965-18,Player; Nationality; Position; Years in Orlando; School/Club Team
2-15621965-20,Player; Nationality; Position; Years in Orlando; School/Club Team
2-15621965-9,Player; Nationality; Position; Years in Orlando; School/Club Team
2-15625088-4,Tie no; Home team; Score; Away team; Date
2-15625088-7,Tie no; Home team; Score; Away team; Date
2-15638491-2,Source; Date; Goberman; Loera; Merkley; Neville; Novick; Obrist; Other/ Undecided
2-1564436-2,Date; Tournament; Winning score; Margin of victory; Runner(s)-up
2-1566040-4,Season; Competition; Round; Opponent; Home; Away
2-15678217-4,Name; Novelty; Status; Authors; Location; Notes
2-1568241-5,1890s; 1890–91; 1891–92; 1892–93; 1893–94
2-15689942-1,Draw; Song; Performer; Points; Rank
2-15695610-1,Draw; Song; Performer; Points; Rank
2-15696579-1,Title; Season; Winner; Score; Runner-up; Venue; Attendance
2-156979-1,Parish; Type; Area (Hectare); Population (2001); Pop Density /Hectare
2-1570167-8,Rank; Nation; Gold; Silver; Bronze; Total
2-15715109-35,Position; Jersey #; Name; Height (in); Weight (lb); Birthdate; Birthplace; 2010–2011 Team
2-15715109-52,"Position; Jersey #; Name; Height (cm); Weight (kg); Birthdate; Birthplace; 2007–2008 Team; NHL rights, if any"
2-15717469-1,Round; Opposition; First leg; Second leg; Aggregate score
2-15733048-1,Order; Minister; Party; Prime Minister; Term start; Term end; Term in office
2-1573615-3,Season; Competition; Round; Opponent; Home; Away; Series
2-15739323-14,Name; GP-GS; Year; Att-Cmp-Int; Avg/G
2-15746812-4,Player; FG Pct; 3FGA; 3FGM; 3FG Pct; FT Pct; Off Reb; Def Reb; Total Reb; Asst
2-15759302-1,Date; Opponent; Location; Result; Overall
2-1576352-12,Type; Name; Title; Royal house; From
2-15764352-10,Date; Time; Home; Away; Score; Ground
2-15764352-2,Date; Time; Home; Away; Score; Ground
2-15764352-6,Date; Time; Home; Away; Score; Ground
2-15764352-7,Date; Time; Home; Away; Score; Ground
2-15765440-1,Week; Date; Opponent; Result; Attendance
2-1577603-1,Rank; Republic; Gold; Silver; Bronze; Total
2-1577801-7,Chord; Root; Major third; Perfect fifth; Minor seventh
2-15780049-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-15796057-1,Week #; Theme; Original artist; Order #; Result
2-15798619-2,Date; Visitor; Score; Home; Record
2-15814170-1,Season; Coach; Overall; Conference; Big Ten; National
2-15817998-5,Pick #; CFL Team; Player; Position; College
2-15826239-2,Rank; Nation; Gold; Silver; Bronze; Total
2-15852178-3,Tournament; 2006; 2009; 2012; 2013
2-15859432-4,Name; Date of Birth; Height; Weight; Spike; Block
2-1586084-3,Year; Film; Awards; Category; Result
2-15866312-6,Week of; Tier; Winner; Runner-up; Semi finalists
2-15869204-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-15884090-2,engine model; engine displacement; valvetrain; max. power : kW ( PS ); rpm for max. power; max. torque : Nm ( ft·lbf ); rpm for max. torque
2-15887683-13,Television service; Country; Language; Content; HDTV; Package/Option
2-15887683-3,Television service; Country; Language; Content; HDTV; Package/Option
2-15887683-9,Television service; Country; Language; Content; HDTV; Package/Option
2-15893020-4,Player; Matches; Overs; Maidens; Runs; Wickets; Average; Economy; Best Bowling
2-1590321-30,Rank; Name; Years; Matches; Goals; Goals/Matches
2-1590321-38,Rank; Name; Years; Matches; Goals
2-15909409-2,Country; Total Freshwater Withdrawal (km 3 /yr); Per Capita Withdrawal (m 3 /p/yr); Domestic Use (m 3 /p/yr)(in %); Industrial Use (m 3 /p/yr)(in %); Agricultural Use (m 3 /p/yr)(in %)
2-1592019-1,Type; Zinc–carbon; Alkaline; Li-FeS 2; NiCd; NiMH
2-15924759-7,Game; Date; Set 1; Set 2; Set 3; Set 4; Set 5; Result (sets); Result (Pts)
2-15924881-2,Stage; Shooter; Time; Avg. Run; Year
2-15925327-3,Date; Opponent; Location; Score; Loss; Record
2-15932367-11,Date; Visitor; Score; Home; Leading scorer; Record
2-15932367-8,Date; Visitor; Score; Home; Leading scorer; Record
2-15939524-3,Senator; Party; District; Home Town; Took Office
2-15942076-1,Season; Skip; Third; Second; Lead
2-15947425-1,Rank; Name; Built; Height; Floors
2-15951109-5,Name; Space Agency; Launch Date; Terminated; Location
2-15977768-1,Information; Altadeña; Aprende; Centennial; Kyrene MS; del Pueblo
2-1598533-8,Member State sorted by GDP; GDP in s billion of USD (2012); GDP % of EU (2012); Annual change % of GDP (2012); GDP per capita in PPP US$ (2012); Public Debt % of GDP (2013 Q1); Deficit (-)/ Surplus (+) % of GDP (2012); Inflation % Annual (2012); Unemp. % 2013 M7
2-1598635-1,Date; Venue; Score; Result; Competition
2-15988551-1,Rank; Nation; Gold; Silver; Bronze; Total
2-15994215-4,Match No.; Home Team; Score; Away Team; Attendance
2-16004214-1,Team 1; Agg.; Team 2; 1st leg; 2nd leg
2-16013858-3,Date; Score; Set 1; Set 2; Set 3; Set 4; Set 5; Total
2-1601889-2,Season; Nationality; Player; Club; League; Goals; Points
2-16023745-2,Week; Date; Opponent; Result; Attendance
2-16023753-1,Pick #; NFL Team; Player; Position; College
2-16025124-3,Week; Date; Opponent; Result; Attendance
2-160338-1,House; Sign; Latin motto; Translation; Modern title of house
2-1603424-3,Rank; Nation; Gold; Silver; Bronze; Total
2-1604132-1,Name; Appointed; Prior position; Province; Nominated by
2-16041438-1,Election; Liberal Party; Conservative Party; Labour Party; Independents; Control
2-1604842-1,Rank; Main span metres; Main span feet; Year opened; Country
2-1604940-12,Model number; Frequency; L2 cache; FPU width; Multi 1; Socket; Release date; Order part number
2-16050349-10,Rank; Name; Team; Games; Points
2-16050349-14,Rank; Name; Team; Games; Rebounds
2-16050349-6,Rank; Name; Team; Games; Assists
2-160510-5,RR Romaja; M–R Romaja; Hangul/Chosongul; Hanja; Area; Capital; Region; Country
2-16056990-12,Team #1; Points; Team #2; 1st leg; 2nd leg
2-16066729-1,Name; Height; Position; Year; Home Town
2-16067721-1,Event; Winner; Second; Third; Fourth
2-16070554-1,1996 general; 1999 European; 2001 general; 2004 European; 2006 general; 2008 general; 2009 European; 2013 general
2-16078390-1,Institution; Location; Founded; Affiliation; Enrollment; Team Nickname; Primary conference
2-1608306-4,Tournament; Wins; Top-25; Events; Cuts made
2-16090138-1,Features; Foundation; Standard; Enterprise; Datacenter; Itanium
2-160994-2,Team; Year 2007; Year 2006; Year 2005; Change 06/07
2-16100029-2,Tournament; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; Win %
2-16100029-3,Outcome; Year; Championship; Surface; Opponent; Score
2-1615758-2,Year; Team; Chassis; Engine; Rank; Points
2-16181680-3,Heat; Lane; Name; Country; Mark; React
2-16183862-1,Name; Year commissioned; Gross head (metres); Installed capacity (megawatts); Average annual output (million KWh)
2-16185580-1,Rank; College; First Season; Seasons; Wins; Losses
2-1618638-2,Rank; Gold; Silver; Bronze; Total
2-16194551-5,Tie no; Home team; Score; Away team; Attendance
2-161972-2,Outcome; Year; Championship; Surface; Opponent; Score
2-161972-6,Tournament; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; Career SR; Career Win-Loss
2-16215078-1,Rank; Mountain Peak; Region; Mountain Range; Location
2-162342-2,Entered office; Left office; Party; Election; Coalition
2-16234974-1,Rank; Mountain Peak; State; Mountain Range; Location
2-16236714-2,Location; Year; Champion; Runner-up; Score
2-1625631-1,Ranking; 2007; 2008; 2009; 2010
2-1625862-8,Verb; 2 (VF); 2 (F); 3 (F); 2/3 (P)
2-16270492-2,Rider; Manufacturer; Laps; Time; Grid
2-16275569-1,2006/ 07; 2008/ 09; 2010/ 11; 2011/ 12; 2012/ 13
2-16279834-3,Rank; Nation; Gold; Silver; Bronze; Total
2-16285899-1,Governorate; Capital City; Area km²; Pop (2004); Map Key
2-16292316-4,Place; Player; Country; Score; To par
2-16293403-29,Year; Date; Driver / Rider; Car / Motorcycle; Time; Speed
2-16295105-1,Rider; Manufacturer; Laps; Time; Grid
2-16296982-1,City of license; Identifier; Frequency; Power; Class; RECNet
2-16299161-2,Poll source; Dates administered; Jim DeMint (R); Alvin Greene (D); Tom Clements (G); Other; Undecided
2-16299790-3,Player; Country; Year(s) won; Total; To par
2-16301437-1,Date; Event; City; Oil Pattern; Winner (Title #); Runner-up; Score
2-16311967-3,Date; Time; Opponent; Score; Site; City
2-16316920-1,Model Number; Frequency; L2-Cache; Front Side Bus; Multiplier; Voltage; Socket; Release Date
2-1631887-4,Year; Total matches; Total W-L-H; Points won; Points %
2-16340209-1,Rank; Nation; Gold; Silver; Bronze; Total
2-163464-3,University; Location; Enrollment; Founded; Religious affiliation; Athletics nickname; School colors
2-1635723-1,Club; League; Venue; Capacity; Location; Established; Championships
2-16366700-1,Name; Years; Regular season; Playoffs; Total
2-1636806-2,Nation; Gold; Silver; Bronze; Total
2-1637041-2,Year; Starts; Wins; Top 10; Avg. Start; Avg. Finish; Winnings; Position
2-16380510-1,Tournament; Surface; Week; Winner and score; Finalist; Semifinalists
2-16388316-1,Home team; Home team score; Away team; Away team score; Ground; Crowd; Date; Local Time; AEDT Time
2-16388478-4,Home team; Home team score; Away team; Away team score; Ground; Crowd; Date
2-1639306-2,Year; Championship; Partner; Opponents in the final; Score
2-1639306-3,Year; Championship; Partner; Opponents in the final; Score
2-16395908-3,Model; Sensor Size; Resolution; Active Pixels; Display
2-16400024-5,Model number; Frequency; L2 cache; Mult.; Voltage; Socket; Release date
2-16403980-2,Season; Date; Location; Discipline; Place
2-16404058-1,Name; Birth; Marriage; Became Dauphine; Ceased to be Dauphine; Death; Husband
2-16404968-31,Name; Gain; Loss; Long; Avg/G
2-16405998-1,Club; City; Sport; League; Venue
2-16406423-2,Week; Date; Opponent; Result; Attendance
2-16406736-1,Institution; Location; Founded; Affiliation; Enrollment; Nickname
2-1641457-2,Publication; Country; Accolade; Year; Rank
2-16435448-4,Outcome; Date; Tournament; Surface; Opponent; Score
2-16435990-19,Name; Gain; Loss; Long; Avg/G
2-16449896-1,Season; Skip; Third; Second; Lead
2-16454477-12,Scorer; Club; League goals; FA Cup goals; League Cup goals; Texaco Cup goals; Euro competitions; Total
2-16457250-2,Player; Country; Year(s) won; Total; To par; Finish
2-16457250-7,Place; Player; Country; Score; To par; Money ( $ )
2-16457934-5,C/W 15+; Oblast\Age; 15 to 17; 18 to 19; 20 to 24; 25 to 29; 30 to 34; 35 to 39; 40 to 44; 45 to 49; 50 to 54; 55 to 59; 60 to 64; 65 to 69
2-1646586-3,Taper; Large end; Small end; Length; Taper/ ft; Taper/ in; Angle from center/°
2-1646960-3,Season; Winner; Winning Song; Winning Song (English Title); Debut Album
2-16471432-4,Series #; Season #; Title; Directed by; Original air date
2-16472331-7,Year; Player; Position; Nationality; Team
2-16494005-1,Season; Appearance; Tries; Goals; Points
2-16494599-2,Player; Nationality; Position; Years for Grizzlies; School/Club Team
2-16507549-1,Target/Approach; Candidate Name; Trial Phase; Trial Start Date; Expected End Date
2-16514575-5,Place; Player; Country; Score; To par
2-16514575-7,Place; Player; Country; Score; To par; Money ( $ )
2-16518708-16,Date; Opponent#; Site; Result; Attendance
2-16518708-4,Date; Opponent; Site; Result; Attendance
2-16549823-7,Name; Country; Status; Transfer window; Transfer fee
2-16561399-2,Rank; Club; Winners; Runners-up; Third
2-16566850-11,Position; Name; Played; Drawn; Lost; Points
2-16575609-4,Pick #; CFL Team; Player; Position; College
2-1658421-3,Goal #; Date; Venue; Score; Result
2-1658720-2,Date; Venue; Score; Result; Competition
2-16593943-13,Date; Time; Score; Set 1; Set 2; Set 3; Total
2-16603208-1,Newspaper/Magazine; Type; Language; Headquarter; Status
2-16605179-2,Rank; Surname; Number of bearers 2008; Type; Etymology
2-16610571-1,Name; Year of release; Developer; Publisher; Original platforms
2-166170-5,Outcome; Date; Championship; Surface; Opponent; Score
2-16618361-3,Date; Opponent; Venue; Result; Attendance
2-16623550-1,Rank; Name; Stories; Height; Year Completed; Primary Purpose; City
2-16623894-6,Phase; Round; Draw date; First leg; Second leg
2-1662630-5,Tournament; Wins; Top-5; Top-10; Top-25; Events; Cuts made
2-16636833-1,Year; Host city; Champion; Runner-up; Final
2-16637278-1,Minister; Party; Start date; End date; Prime Minister
2-16640814-6,Position; Team; Rd 6; Rd 7; Rd 8; Total
2-16642318-1,Week; Date; Opponent; Result; Record
2-16642773-2,Week; Date; Opponent; Result; Attendance
2-16646567-1,Name; Years; Seasons; Lost; Pct.
2-16649537-6,Date; Round; Opponent; Venue; Result; Attendance; Scorers
2-16649605-5,Date; Round; Opponent; Venue; Result; Attendance; Scorers
2-16649811-5,Date; Round; Opponent; Venue; Result; Attendance
2-16653153-11,Date; Home team; Score; Away team; Venue; Crowd; Box Score; Report
2-16653153-15,Date; Home team; Score; Away team; Venue; Box Score; Report
2-16653153-33,Date; Home team; Score; Away team; Venue; Crowd; Box Score; Report
2-16658270-1,Year; Award Ceremony; Category; Show; Character; Result
2-16660939-1,Week; Date; Opponent; Result; Attendance
2-1666604-1,Date; Venue; Score; Result; Competition
2-16668557-1,Poll Source; Sample Size; Margin of Error; Date; Democrat; Republican
2-16670746-2,Round; Circuit; Date; Pole Position; Fastest Lap; Winning Driver; Winning Team
2-16677990-2,Week; Date; Opponent; Result; Attendance
2-16678103-2,Week; Date; Opponent; Result; Attendance
2-16678191-2,Week; Date; Opponent; Result; Attendance
2-16678530-2,Week; Date; Opponent; Result; Attendance
2-167051-1,Movie Title; Year; Role; Director; Producer
2-16707879-10,Season; Team 1; Score; Team 2; Venue
2-16710910-2,Week; Date; Opponent; Result; Attendance
2-16710944-2,Week; Date; Opponent; Result; Attendance
2-16710987-1,Pick #; NFL Team; Player; Position; College
2-16712547-1,Round #; Pick; Player; Position; College
2-1671401-3,Year; Starts; Wins; Top 5; Top 10; Poles; Avg. Start; Avg. Finish; Winnings; Position; Team(s)
2-16729076-1,Week; Date; Opponent; Result; Game site; Record; Attendance
2-16729457-18,Position; Driver / Passenger; Equipment; Bike No; Points
2-1673723-10,Year; Category; President; Nominee; Film or Television Series or Miniseries; Result
2-16741821-9,Edition; Round; Date; Partnering; Against; Surface; Opponents; Result
2-16746295-4,Position; Driver / Passenger; Equipment; Points; Wins; Second; Third
2-1676073-12,Club; Played; Drawn; Lost; Points for; Points against; Points difference; Points
2-16764708-1,Week; Date; Opponent; Result; TV Time; Attendance
2-16764781-3,Week; Date; Opponent; Result; Venue; Attendance; Record
2-16765033-2,Week; Date; Opponent; Result; Kickoff Time; Attendance
2-16768514-21,Name; Gain; Loss; Long; Avg/g
2-1677211-1,Call sign; Frequency; City of license; State; FCC info
2-16772687-12,Player; Nationality; Jersey Number(s); Position; Years; From
2-16772687-18,Player; Nationality; Jersey Number(s); Position; Years; From
2-16772687-19,Player; Nationality; Jersey Number(s); Position; Years; From
2-16772687-5,Player; Nationality; Jersey Number(s); Position; Years; From
2-16773359-1,Place; Team; Played; Draw; Lost; Goals Scored; Goals Conceded; Points
2-16776312-6,Number; Name; Position; Matches; Goals; Penalties
2-16778576-2,Week; Date; Opponent; Result; Stadium; Record; Attendance
2-16783007-1,Round; Selection; Player; Position; College
2-16785053-2,State; Membership; Population; % LDS; Total Congregations
2-16785055-1,Province; Membership; Population; % LDS; Branches; Total Congregations
2-16791908-1,Name; Took Office; Left Office; President; Party
2-16792415-2,Driver; Team; Laps; Time/Retired; Grid
2-16795570-1,Mode; Départ de la main gauche; Accord du 1st string; 2nd string; 3rd string
2-16799784-8,Name; Latitude; Longitude; Diameter (km); Year named
2-1682026-5,Rank; Company; Headquarters; Industry; Sales (billion $); Profits (billion $); Assets (billion $); Market Value (billion $)
2-16823523-11,Kick Off; Opponents; Result; Referee; Attendance
2-16825334-1,Cap Number; Date; Position; Shirt Number; Home or Away; Venue; Result; Score
2-16827273-1,Season; Series; Team Name; Races; Wins; Poles; F.L.; Podiums; Points; Position
2-16831299-2,Rank; Name; Nation; Points; Placings
2-16832887-1,Country; Builder; Location; Ship; Class / type
2-16845107-1,Year; Artist; Title; Label; Type
2-16845634-1,Tournament; Surface; Week; Winner; Finalist; Semifinalists
2-16846-6,Rank; City; 2010 Pop; 2000 Pop; Δ Current Pop
2-16850008-1,Tournament; Surface; Week; Winner; Finalist; Semifinalists
2-16850796-1,Tournament; Surface; Week; Winner; Finalist; Semifinalists
2-16864441-1,Rank; Nation; Gold; Silver; Bronze; Total
2-16882018-1,Round; Pick; Player; Position; School
2-16882190-2,Game; Date; Opponent; Result; Dolphins' points; Opponents' Points; Record; Streak; Attendance
2-16885554-4,Film; Opening; Budget; Domestic; Worldwide
2-16894271-5,Tournament; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013
2-16899-3,Blocks; Opponent; Home/Away; Minutes played; Points; Rebounds; Assists
2-16899309-5,Week; Date; Opponent; Score; Result; Attendance; Record
2-16912096-4,Week; Date; Opponent; Venue; Score; Result; Attendance; Record
2-16912145-1,Season; Series; Team Name; Races; Wins; Poles; F.L.; Podiums; Points; Position
2-16920816-1,Particle name; Particle symbol; Antiparticle symbol; Quark content; Rest mass ( MeV / c 2 ); J P C; Mean lifetime ( s ); Commonly decays to (>5% of decays)
2-16927321-6,Name of System; Location; Traction Type; Date (From); Date (To)
2-16931017-2,School; Locality; Ages; Capacity; Ofsted
2-16933845-1,Call sign; Frequency MHz; City of license; ERP W; Class; FCC info
2-16946097-4,Date; H/A/N; Opponent; Score; Record
2-16946425-1,Round; Pick; Player; Position; School/Club Team
2-16948973-2,Poll source; Dates administered; Arlen Specter*; Pat Toomey; Tom Ridge*; Peg Luksik
2-16950053-1,Number; Départment (or collectivity); Président; Party; Since
2-169741-3,Show; Last Aired; Previous Network; Retitled as/Same; New/Returning/Same Network; Returning
2-16977283-2,Team; Athletes; Run 1; Run 2; Run 3; Run 4; Final
2-16981801-2,Star; Episode 2; Episode 3; Episode 4; Episode 5; Episode 6; Episode 7; Episode 8
2-16981858-6,Name; GP-GS; Effic; Cmp-Att-Int; Avg/G
2-16982965-2,Week; Date; Opponent; Result; Attendance
2-16982973-1,Week; Date; Opponent; Result; Attendance
2-16993379-1,Episode number; Episode; Rating; Share; Rating/Share (18-49); Viewers (millions); Rank (Overall)
2-17004028-3,Rider; Bike; Laps; Time; Grid
2-17004128-3,Tie no; Home team; Score; Away team; Attendance
2-17008475-1,Year of release; Title; Label; Format; Cat. No.
2-17029703-3,Rank; Nation; Gold; Silver; Bronze; Total
2-17032393-2,Rank; Nation; Gold; Silver; Bronze; Total
2-170325-2,Season; Season premiere; Season finale; TV season; Ranking; Households (in millions)
2-17034845-3,Rider; Manufacturer; Laps; Time/Retired; Grid
2-17035268-2,Rank; Nation; Gold; Silver; Bronze; Total
2-17035864-1,Rider; Manufacturer; Laps; Time/Retired; Grid
2-17038035-2,Rider; Manufacturer; Laps; Time/Retired; Grid
2-17040191-8,Game; Date; Opponent; Score; Location; Attendance; Record; Points
2-17042893-14,Round; Player; Position; Nationality; College/Junior/Club Team (League)
2-17054550-2,Tie no; Home team; Score; Away team; Date
2-17056450-5,Name; Gain; Loss; Long; Avg/G
2-17058287-1,Opposing Team; Against; Date; Venue; Status
2-17058843-1,Opposing Team; Against; Date; Venue; Status
2-17064229-1,Round; Pick; Player; Position; Nationality; College
2-17064796-4,Game; Date; Team; Score; Record; Streak
2-17064796-5,Game; Date; Team; Score; Record; Streak
2-17064840-4,Date From; Date To; Position; Name; From
2-17064870-8,Game; Date; Team; Score; Record; Streak
2-17065454-3,Player; Pos.; Nationality; Team; Previous team; Years of NBA experience [a ]; Career with the franchise [b ]
2-17069469-2,Date; Venue; Score; Result; Competition
2-17080868-5,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17090201-1,Draw; Artist; Song; Points; Place
2-17093305-1,Year; Award; Category; Country; Result
2-17093372-4,Couple; Style; Music; Choreographer(s); Result
2-17093870-5,Region; Date; Label; Format; Catalog
2-17100961-17,Round; Pick; Overall; Name; Position; College
2-17100961-24,Round; Pick; Overall; Name; Position; College
2-17100961-26,Round; Pick; Overall; Name; Position; College
2-17100961-31,Round; Pick; Overall; Name; Position; College
2-17100961-36,Round; Pick; Overall; Name; Position; College
2-17100961-41,Round; Pick; Overall; Name; Position; College
2-17100961-48,Round; Pick; Overall; Name; Position; College
2-17100961-53,Round; Pick; Overall; Name; Position; College
2-17100961-56,Round; Pick; Overall; Name; Position; College
2-17100961-58,Round; Pick; Overall; Name; Position; College
2-17100961-60,Round; Pick; Overall; Name; Position; College
2-17100961-76,Round; Pick; Overall; Name; Position; College
2-17101496-4,Game; Date; Home Team; Result; Road Team
2-171019-1,Rank; Title; Studio; Director; Worldwide Gross
2-17102115-3,Game; Date; Home Team; Result; Road Team
2-17103645-12,Game; Date; Opponent; Score; High points; High rebounds; High assists; Location/Attendance; Record
2-17104677-8,Game; Date; Opponent; Score; High points; High rebounds; High assists; Location/Attendance; Record
2-17104991-4,Date; Opponent; Score; Result; Record
2-1711074-2,Date; Tournament; Winning score; Margin of victory; Runner(s)-up
2-17115722-6,Date; Opponent; Score; Leading Scorer; Attendance; Record
2-17116064-4,Date; Opponent; Score; Result; Record
2-17118657-7,Game; Date; Opponent; Score; High points; High rebounds; High assists; Location/Attendance; Record
2-171200-2,Title; Release Date; Format; Release; Label; Code
2-17120059-4,Game; Date; Home Team; Result; Road Team
2-17120964-10,Date; Opponent; Venue; Result; Attendance; Competition; Man of the Match
2-17121661-6,Date; Opponent; Score; Leading Scorer; Attendance; Series
2-17121669-6,Date; Opponent; Score; Result; Record
2-171222-2,Official Name; Status; Area km 2; Population; Census Ranking
2-171229-2,Official Name; Status; Area km 2; Population; Census Ranking
2-171236-2,Official Name; Status; Area km 2; Population; Census Ranking
2-1712496-1,Sambalpuri Cinema; Kosal; Western Odisha; Sitalsasthi Carnival; Sambalpuri Language; Sambalpuri Saree
2-17128242-6,Place; Player; Country; Score; To par
2-17129364-2,Week; Date; Opponent; Result; Attendance
2-171354-2,Official Name; Status; Area km 2; Population; Census Ranking
2-171361-1,Official Name; Status; Area km 2; Population; Census Ranking
2-171368-2,District; Population; Area; Pop. Dens.; No.of Settlements
2-17139590-1,Rank; Value; Name; Source of wealth; 2007 Rank
2-17139989-1,Date; Venue; Score; Result; Competition
2-17161431-5,Name; Gain; Loss; Long; Avg/G
2-17162166-2,Player; Country; Year(s) won; Total; To par; Finish
2-17162179-1,Player; Country; Year(s) won; Total; To par; Finish
2-17162228-5,Place; Player; Country; Score; To par
2-17162255-3,Player; Country; Year(s) won; Total; To par
2-17162255-5,Place; Player; Country; Score; To par
2-17167467-3,Title; Details; Track Title; Label; Year
2-171680-1,Rank; Title; Studio; Director(s); Gross
2-17169170-4,Year; Date; Race name; Winner; Engine
2-171692-1,Rank; Title; Studio; Director; Gross
2-1717109-5,Tournament; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; Career SR; Career Win-Loss
2-17175240-1,Year (Ceremony); Film title used in nomination; Original title; Language(s); Director; Result
2-17185248-1,Year; 2009; 2008; 2007; 2006; 2005; 2004; 2003
2-17190012-5,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17190012-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17190456-3,Date; Visitor; Score; Home; Attendance; Record; Points
2-1720632-2,Place; Code; Area (km 2 ); Population; Most spoken language
2-17210476-5,Athlete; Event; 100 m; 400 m; 110H; 1500 m; Final
2-17214300-1,Rider; Manufacturer; Laps; Time/Retired; Grid
2-17214919-2,Date; Round; Opponent; Venue; Result; Attendance
2-1721801-3,Year; Title; Billboard Hot 100; Album; Label
2-17223835-2,Year; Result; Matches; Wins; Draws; Losses
2-17226349-1,Game; Date; Score; Location; Time; Attendance
2-17231125-1,Player; Country; Year(s) won; Total; To par; Finish
2-17231211-4,Place; Player; Country; Score; To par
2-17231232-4,Place; Player; Country; Score; To par
